Store,Department,Space,Category,Calculation Group,Product,Date,QTY,Price,Original_Ind
Store_1,Text_995,Text_995,C,C,Product_996,2025-09-22,35,77.24,Text_995
Store_2,Text_996,Text_996,A,A,Product_997,2025-09-23,26,33.09,Text_996
Store_3,Text_997,Text_997,B,B,Product_998,2025-09-24,34,92.0,Text_997
Store_4,Text_998,Text_998,C,C,Product_999,2025-09-25,34,31.49,Text_998
Store_5,Text_999,Text_999,A,A,Product_1000,2025-09-26,4,4.74,Text_999
Store_1,Text_1000,Text_1000,B,B,Product_1001,2025-09-27,32,17.86,Text_1000
Store_2,Text_1001,Text_1001,C,C,Product_1002,2025-09-28,21,3.76,Text_1001
Store_3,Text_1002,Text_1002,A,A,Product_1003,2025-09-29,31,8.54,Text_1002
Store_4,Text_1003,Text_1003,B,B,Product_1004,2025-09-30,5,95.02,Text_1003
Store_5,Text_1004,Text_1004,C,C,Product_1005,2025-10-01,36,73.18,Text_1004
Store_1,Text_1005,Text_1005,A,A,Product_1006,2025-10-02,25,10.87,Text_1005
Store_2,Text_1006,Text_1006,B,B,Product_1007,2025-10-03,48,11.82,Text_1006
Store_3,Text_1007,Text_1007,C,C,Product_1008,2025-10-04,28,24.64,Text_1007
Store_4,Text_1008,Text_1008,A,A,Product_1009,2025-10-05,24,5.41,Text_1008
Store_5,Text_1009,Text_1009,B,B,Product_1010,2025-10-06,48,40.84,Text_1009
Store_1,Text_1010,Text_1010,C,C,Product_1011,2025-10-07,17,42.6,Text_1010
Store_2,Text_1011,Text_1011,A,A,Product_1012,2025-10-08,43,6.54,Text_1011
Store_3,Text_1012,Text_1012,B,B,Product_1013,2025-10-09,23,2.39,Text_1012
Store_4,Text_1013,Text_1013,C,C,Product_1014,2025-10-10,18,11.93,Text_1013
Store_5,Text_1014,Text_1014,A,A,Product_1015,2025-10-11,31,30.29,Text_1014
Store_1,Text_1015,Text_1015,B,B,Product_1016,2025-10-12,45,45.43,Text_1015
Store_2,Text_1016,Text_1016,C,C,Product_1017,2025-10-13,34,74.95,Text_1016
Store_3,Text_1017,Text_1017,A,A,Product_1018,2025-10-14,21,19.3,Text_1017
Store_4,Text_1018,Text_1018,B,B,Product_1019,2025-10-15,7,75.5,Text_1018
Store_5,Text_1019,Text_1019,C,C,Product_1020,2025-10-16,27,83.62,Text_1019
Store_1,Text_1020,Text_1020,A,A,Product_1021,2025-10-17,6,22.9,Text_1020
Store_2,Text_1021,Text_1021,B,B,Product_1022,2025-10-18,11,78.16,Text_1021
Store_3,Text_1022,Text_1022,C,C,Product_1023,2025-10-19,24,43.31,Text_1022
Store_4,Text_1023,Text_1023,A,A,Product_1024,2025-10-20,29,55.43,Text_1023
Store_5,Text_1024,Text_1024,B,B,Product_1025,2025-10-21,42,24.38,Text_1024
Store_1,Text_1025,Text_1025,C,C,Product_1026,2025-10-22,9,23.78,Text_1025
Store_2,Text_1026,Text_1026,A,A,Product_1027,2025-10-23,12,84.86,Text_1026
Store_3,Text_1027,Text_1027,B,B,Product_1028,2025-10-24,29,24.84,Text_1027
Store_4,Text_1028,Text_1028,C,C,Product_1029,2025-10-25,47,55.83,Text_1028
Store_5,Text_1029,Text_1029,A,A,Product_1030,2025-10-26,39,72.74,Text_1029
Store_1,Text_1030,Text_1030,B,B,Product_1031,2025-10-27,33,48.91,Text_1030
Store_2,Text_1031,Text_1031,C,C,Product_1032,2025-10-28,25,31.36,Text_1031
Store_3,Text_1032,Text_1032,A,A,Product_1033,2025-10-29,29,88.31,Text_1032
Store_4,Text_1033,Text_1033,B,B,Product_1034,2025-10-30,1,90.59,Text_1033
Store_5,Text_1034,Text_1034,C,C,Product_1035,2025-10-31,45,26.19,Text_1034
Store_1,Text_1035,Text_1035,A,A,Product_1036,2025-11-01,35,6.9,Text_1035
Store_2,Text_1036,Text_1036,B,B,Product_1037,2025-11-02,18,24.49,Text_1036
Store_3,Text_1037,Text_1037,C,C,Product_1038,2025-11-03,40,93.06,Text_1037
Store_4,Text_1038,Text_1038,A,A,Product_1039,2025-11-04,20,46.81,Text_1038
Store_5,Text_1039,Text_1039,B,B,Product_1040,2025-11-05,18,29.34,Text_1039
Store_1,Text_1040,Text_1040,C,C,Product_1041,2025-11-06,12,90.65,Text_1040
Store_2,Text_1041,Text_1041,A,A,Product_1042,2025-11-07,20,81.06,Text_1041
Store_3,Text_1042,Text_1042,B,B,Product_1043,2025-11-08,39,96.76,Text_1042
Store_4,Text_1043,Text_1043,C,C,Product_1044,2025-11-09,47,83.03,Text_1043
Store_5,Text_1044,Text_1044,A,A,Product_1045,2025-11-10,26,29.12,Text_1044
Store_1,Text_1045,Text_1045,B,B,Product_1046,2025-11-11,23,83.25,Text_1045
Store_2,Text_1046,Text_1046,C,C,Product_1047,2025-11-12,2,48.16,Text_1046
Store_3,Text_1047,Text_1047,A,A,Product_1048,2025-11-13,46,8.04,Text_1047
Store_4,Text_1048,Text_1048,B,B,Product_1049,2025-11-14,48,76.52,Text_1048
Store_5,Text_1049,Text_1049,C,C,Product_1050,2025-11-15,37,27.03,Text_1049
Store_1,Text_1050,Text_1050,A,A,Product_1051,2025-11-16,15,29.07,Text_1050
Store_2,Text_1051,Text_1051,B,B,Product_1052,2025-11-17,21,74.82,Text_1051
Store_3,Text_1052,Text_1052,C,C,Product_1053,2025-11-18,2,50.29,Text_1052
Store_4,Text_1053,Text_1053,A,A,Product_1054,2025-11-19,7,17.33,Text_1053
Store_5,Text_1054,Text_1054,B,B,Product_1055,2025-11-20,40,65.73,Text_1054
Store_1,Text_1055,Text_1055,C,C,Product_1056,2025-11-21,35,54.8,Text_1055
Store_2,Text_1056,Text_1056,A,A,Product_1057,2025-11-22,15,44.85,Text_1056
Store_3,Text_1057,Text_1057,B,B,Product_1058,2025-11-23,16,75.91,Text_1057
Store_4,Text_1058,Text_1058,C,C,Product_1059,2025-11-24,16,78.91,Text_1058
Store_5,Text_1059,Text_1059,A,A,Product_1060,2025-11-25,6,77.74,Text_1059
Store_1,Text_1060,Text_1060,B,B,Product_1061,2025-11-26,10,80.16,Text_1060
Store_2,Text_1061,Text_1061,C,C,Product_1062,2025-11-27,27,6.62,Text_1061
Store_3,Text_1062,Text_1062,A,A,Product_1063,2025-11-28,26,64.67,Text_1062
Store_4,Text_1063,Text_1063,B,B,Product_1064,2025-11-29,5,73.94,Text_1063
Store_5,Text_1064,Text_1064,C,C,Product_1065,2025-11-30,35,89.85,Text_1064
Store_1,Text_1065,Text_1065,A,A,Product_1066,2025-12-01,43,90.73,Text_1065
Store_2,Text_1066,Text_1066,B,B,Product_1067,2025-12-02,39,90.94,Text_1066
Store_3,Text_1067,Text_1067,C,C,Product_1068,2025-12-03,38,76.57,Text_1067
Store_4,Text_1068,Text_1068,A,A,Product_1069,2025-12-04,19,6.22,Text_1068
Store_5,Text_1069,Text_1069,B,B,Product_1070,2025-12-05,32,82.86,Text_1069
Store_1,Text_1070,Text_1070,C,C,Product_1071,2025-12-06,35,94.93,Text_1070
Store_2,Text_1071,Text_1071,A,A,Product_1072,2025-12-07,15,24.39,Text_1071
Store_3,Text_1072,Text_1072,B,B,Product_1073,2025-12-08,48,43.06,Text_1072
Store_4,Text_1073,Text_1073,C,C,Product_1074,2025-12-09,8,68.7,Text_1073
Store_5,Text_1074,Text_1074,A,A,Product_1075,2025-12-10,41,82.33,Text_1074
Store_1,Text_1075,Text_1075,B,B,Product_1076,2025-12-11,12,14.65,Text_1075
Store_2,Text_1076,Text_1076,C,C,Product_1077,2025-12-12,33,33.64,Text_1076
Store_3,Text_1077,Text_1077,A,A,Product_1078,2025-12-13,18,36.84,Text_1077
Store_4,Text_1078,Text_1078,B,B,Product_1079,2025-12-14,28,64.79,Text_1078
Store_5,Text_1079,Text_1079,C,C,Product_1080,2025-12-15,18,86.03,Text_1079
Store_1,Text_1080,Text_1080,A,A,Product_1081,2025-12-16,42,83.3,Text_1080
Store_2,Text_1081,Text_1081,B,B,Product_1082,2025-12-17,14,93.46,Text_1081
Store_3,Text_1082,Text_1082,C,C,Product_1083,2025-12-18,40,62.74,Text_1082
Store_4,Text_1083,Text_1083,A,A,Product_1084,2025-12-19,7,37.26,Text_1083
Store_5,Text_1084,Text_1084,B,B,Product_1085,2025-12-20,43,60.64,Text_1084
Store_1,Text_1085,Text_1085,C,C,Product_1086,2025-12-21,27,24.74,Text_1085
Store_2,Text_1086,Text_1086,A,A,Product_1087,2025-12-22,43,10.07,Text_1086
Store_3,Text_1087,Text_1087,B,B,Product_1088,2025-12-23,17,91.56,Text_1087
Store_4,Text_1088,Text_1088,C,C,Product_1089,2025-12-24,44,26.35,Text_1088
Store_5,Text_1089,Text_1089,A,A,Product_1090,2025-12-25,30,15.54,Text_1089
Store_1,Text_1090,Text_1090,B,B,Product_1091,2025-12-26,4,86.8,Text_1090
Store_2,Text_1091,Text_1091,C,C,Product_1092,2025-12-27,17,79.04,Text_1091
Store_3,Text_1092,Text_1092,A,A,Product_1093,2025-12-28,32,74.55,Text_1092
Store_4,Text_1093,Text_1093,B,B,Product_1094,2025-12-29,8,86.35,Text_1093
Store_5,Text_1094,Text_1094,C,C,Product_1095,2025-12-30,35,29.43,Text_1094
Store_1,Text_1095,Text_1095,A,A,Product_1096,2025-12-31,14,64.11,Text_1095
Store_2,Text_1096,Text_1096,B,B,Product_1097,2026-01-01,35,98.32,Text_1096
Store_3,Text_1097,Text_1097,C,C,Product_1098,2026-01-02,27,11.04,Text_1097
Store_4,Text_1098,Text_1098,A,A,Product_1099,2026-01-03,34,61.89,Text_1098
Store_5,Text_1099,Text_1099,B,B,Product_1100,2026-01-04,8,24.27,Text_1099
Store_1,Text_1100,Text_1100,C,C,Product_1101,2026-01-05,43,39.24,Text_1100
Store_2,Text_1101,Text_1101,A,A,Product_1102,2026-01-06,34,8.57,Text_1101
Store_3,Text_1102,Text_1102,B,B,Product_1103,2026-01-07,5,99.82,Text_1102
Store_4,Text_1103,Text_1103,C,C,Product_1104,2026-01-08,48,20.25,Text_1103
Store_5,Text_1104,Text_1104,A,A,Product_1105,2026-01-09,29,36.64,Text_1104
Store_1,Text_1105,Text_1105,B,B,Product_1106,2026-01-10,12,21.51,Text_1105
Store_2,Text_1106,Text_1106,C,C,Product_1107,2026-01-11,39,60.82,Text_1106
Store_3,Text_1107,Text_1107,A,A,Product_1108,2026-01-12,44,32.73,Text_1107
Store_4,Text_1108,Text_1108,B,B,Product_1109,2026-01-13,15,98.17,Text_1108
Store_5,Text_1109,Text_1109,C,C,Product_1110,2026-01-14,24,81.56,Text_1109
Store_1,Text_1110,Text_1110,A,A,Product_1111,2026-01-15,34,29.64,Text_1110
Store_2,Text_1111,Text_1111,B,B,Product_1112,2026-01-16,28,6.77,Text_1111
Store_3,Text_1112,Text_1112,C,C,Product_1113,2026-01-17,1,62.32,Text_1112
Store_4,Text_1113,Text_1113,A,A,Product_1114,2026-01-18,4,35.18,Text_1113
Store_5,Text_1114,Text_1114,B,B,Product_1115,2026-01-19,37,61.33,Text_1114
Store_1,Text_1115,Text_1115,C,C,Product_1116,2026-01-20,32,98.03,Text_1115
Store_2,Text_1116,Text_1116,A,A,Product_1117,2026-01-21,32,48.09,Text_1116
Store_3,Text_1117,Text_1117,B,B,Product_1118,2026-01-22,47,13.35,Text_1117
Store_4,Text_1118,Text_1118,C,C,Product_1119,2026-01-23,45,58.65,Text_1118
Store_5,Text_1119,Text_1119,A,A,Product_1120,2026-01-24,23,59.33,Text_1119
Store_1,Text_1120,Text_1120,B,B,Product_1121,2026-01-25,13,40.7,Text_1120
Store_2,Text_1121,Text_1121,C,C,Product_1122,2026-01-26,18,59.36,Text_1121
Store_3,Text_1122,Text_1122,A,A,Product_1123,2026-01-27,48,18.59,Text_1122
Store_4,Text_1123,Text_1123,B,B,Product_1124,2026-01-28,12,43.53,Text_1123
Store_5,Text_1124,Text_1124,C,C,Product_1125,2026-01-29,35,35.35,Text_1124
Store_1,Text_1125,Text_1125,A,A,Product_1126,2026-01-30,38,65.99,Text_1125
Store_2,Text_1126,Text_1126,B,B,Product_1127,2026-01-31,3,82.36,Text_1126
Store_3,Text_1127,Text_1127,C,C,Product_1128,2026-02-01,22,79.43,Text_1127
Store_4,Text_1128,Text_1128,A,A,Product_1129,2026-02-02,40,26.85,Text_1128
Store_5,Text_1129,Text_1129,B,B,Product_1130,2026-02-03,29,37.81,Text_1129
Store_1,Text_1130,Text_1130,C,C,Product_1131,2026-02-04,41,88.63,Text_1130
Store_2,Text_1131,Text_1131,A,A,Product_1132,2026-02-05,45,76.76,Text_1131
Store_3,Text_1132,Text_1132,B,B,Product_1133,2026-02-06,36,35.27,Text_1132
Store_4,Text_1133,Text_1133,C,C,Product_1134,2026-02-07,32,38.0,Text_1133
Store_5,Text_1134,Text_1134,A,A,Product_1135,2026-02-08,46,39.08,Text_1134
Store_1,Text_1135,Text_1135,B,B,Product_1136,2026-02-09,38,41.03,Text_1135
Store_2,Text_1136,Text_1136,C,C,Product_1137,2026-02-10,21,7.34,Text_1136
Store_3,Text_1137,Text_1137,A,A,Product_1138,2026-02-11,16,16.34,Text_1137
Store_4,Text_1138,Text_1138,B,B,Product_1139,2026-02-12,31,37.23,Text_1138
Store_5,Text_1139,Text_1139,C,C,Product_1140,2026-02-13,2,86.46,Text_1139
Store_1,Text_1140,Text_1140,A,A,Product_1141,2026-02-14,4,89.73,Text_1140
Store_2,Text_1141,Text_1141,B,B,Product_1142,2026-02-15,3,41.07,Text_1141
Store_3,Text_1142,Text_1142,C,C,Product_1143,2026-02-16,47,50.0,Text_1142
Store_4,Text_1143,Text_1143,A,A,Product_1144,2026-02-17,17,20.48,Text_1143
Store_5,Text_1144,Text_1144,B,B,Product_1145,2026-02-18,40,57.63,Text_1144
Store_1,Text_1145,Text_1145,C,C,Product_1146,2026-02-19,26,25.32,Text_1145
Store_2,Text_1146,Text_1146,A,A,Product_1147,2026-02-20,14,80.44,Text_1146
Store_3,Text_1147,Text_1147,B,B,Product_1148,2026-02-21,22,26.1,Text_1147
Store_4,Text_1148,Text_1148,C,C,Product_1149,2026-02-22,45,46.97,Text_1148
Store_5,Text_1149,Text_1149,A,A,Product_1150,2026-02-23,30,34.51,Text_1149
Store_1,Text_1150,Text_1150,B,B,Product_1151,2026-02-24,12,79.48,Text_1150
Store_2,Text_1151,Text_1151,C,C,Product_1152,2026-02-25,40,97.3,Text_1151
Store_3,Text_1152,Text_1152,A,A,Product_1153,2026-02-26,45,23.45,Text_1152
Store_4,Text_1153,Text_1153,B,B,Product_1154,2026-02-27,9,7.37,Text_1153
Store_5,Text_1154,Text_1154,C,C,Product_1155,2026-02-28,9,86.08,Text_1154
Store_1,Text_1155,Text_1155,A,A,Product_1156,2026-03-01,11,49.4,Text_1155
Store_2,Text_1156,Text_1156,B,B,Product_1157,2026-03-02,8,42.21,Text_1156
Store_3,Text_1157,Text_1157,C,C,Product_1158,2026-03-03,12,39.65,Text_1157
Store_4,Text_1158,Text_1158,A,A,Product_1159,2026-03-04,37,46.16,Text_1158
Store_5,Text_1159,Text_1159,B,B,Product_1160,2026-03-05,20,97.76,Text_1159
Store_1,Text_1160,Text_1160,C,C,Product_1161,2026-03-06,37,25.07,Text_1160
Store_2,Text_1161,Text_1161,A,A,Product_1162,2026-03-07,33,33.36,Text_1161
Store_3,Text_1162,Text_1162,B,B,Product_1163,2026-03-08,28,61.54,Text_1162
Store_4,Text_1163,Text_1163,C,C,Product_1164,2026-03-09,12,46.79,Text_1163
Store_5,Text_1164,Text_1164,A,A,Product_1165,2026-03-10,31,47.9,Text_1164
Store_1,Text_1165,Text_1165,B,B,Product_1166,2026-03-11,22,2.91,Text_1165
Store_2,Text_1166,Text_1166,C,C,Product_1167,2026-03-12,45,19.85,Text_1166
Store_3,Text_1167,Text_1167,A,A,Product_1168,2026-03-13,1,23.48,Text_1167
Store_4,Text_1168,Text_1168,B,B,Product_1169,2026-03-14,16,43.78,Text_1168
Store_5,Text_1169,Text_1169,C,C,Product_1170,2026-03-15,31,40.41,Text_1169
Store_1,Text_1170,Text_1170,A,A,Product_1171,2026-03-16,17,82.47,Text_1170
Store_2,Text_1171,Text_1171,B,B,Product_1172,2026-03-17,30,37.15,Text_1171
Store_3,Text_1172,Text_1172,C,C,Product_1173,2026-03-18,2,76.24,Text_1172
Store_4,Text_1173,Text_1173,A,A,Product_1174,2026-03-19,15,20.64,Text_1173
Store_5,Text_1174,Text_1174,B,B,Product_1175,2026-03-20,40,28.96,Text_1174
Store_1,Text_1175,Text_1175,C,C,Product_1176,2026-03-21,18,75.57,Text_1175
Store_2,Text_1176,Text_1176,A,A,Product_1177,2026-03-22,1,25.04,Text_1176
Store_3,Text_1177,Text_1177,B,B,Product_1178,2026-03-23,7,67.96,Text_1177
Store_4,Text_1178,Text_1178,C,C,Product_1179,2026-03-24,26,81.04,Text_1178
Store_5,Text_1179,Text_1179,A,A,Product_1180,2026-03-25,10,66.11,Text_1179
Store_1,Text_1180,Text_1180,B,B,Product_1181,2026-03-26,38,69.32,Text_1180
Store_2,Text_1181,Text_1181,C,C,Product_1182,2026-03-27,22,41.04,Text_1181
Store_3,Text_1182,Text_1182,A,A,Product_1183,2026-03-28,12,8.31,Text_1182
Store_4,Text_1183,Text_1183,B,B,Product_1184,2026-03-29,48,32.68,Text_1183
Store_5,Text_1184,Text_1184,C,C,Product_1185,2026-03-30,6,1.77,Text_1184
Store_1,Text_1185,Text_1185,A,A,Product_1186,2026-03-31,26,98.07,Text_1185
Store_2,Text_1186,Text_1186,B,B,Product_1187,2026-04-01,49,2.77,Text_1186
Store_3,Text_1187,Text_1187,C,C,Product_1188,2026-04-02,4,95.49,Text_1187
Store_4,Text_1188,Text_1188,A,A,Product_1189,2026-04-03,35,59.16,Text_1188
Store_5,Text_1189,Text_1189,B,B,Product_1190,2026-04-04,20,86.97,Text_1189
Store_1,Text_1190,Text_1190,C,C,Product_1191,2026-04-05,32,94.51,Text_1190
Store_2,Text_1191,Text_1191,A,A,Product_1192,2026-04-06,18,74.33,Text_1191
Store_3,Text_1192,Text_1192,B,B,Product_1193,2026-04-07,46,21.41,Text_1192
Store_4,Text_1193,Text_1193,C,C,Product_1194,2026-04-08,39,63.11,Text_1193
Store_5,Text_1194,Text_1194,A,A,Product_1195,2026-04-09,28,1.4,Text_1194
Store_1,Text_1195,Text_1195,B,B,Product_1196,2026-04-10,18,97.36,Text_1195
Store_2,Text_1196,Text_1196,C,C,Product_1197,2026-04-11,15,29.01,Text_1196
Store_3,Text_1197,Text_1197,A,A,Product_1198,2026-04-12,37,5.3,Text_1197
Store_4,Text_1198,Text_1198,B,B,Product_1199,2026-04-13,48,98.72,Text_1198
Store_5,Text_1199,Text_1199,C,C,Product_1200,2026-04-14,47,5.7,Text_1199
Store_1,Text_1200,Text_1200,A,A,Product_1201,2026-04-15,7,32.06,Text_1200
Store_2,Text_1201,Text_1201,B,B,Product_1202,2026-04-16,11,9.58,Text_1201
Store_3,Text_1202,Text_1202,C,C,Product_1203,2026-04-17,48,36.63,Text_1202
Store_4,Text_1203,Text_1203,A,A,Product_1204,2026-04-18,27,5.27,Text_1203
Store_5,Text_1204,Text_1204,B,B,Product_1205,2026-04-19,46,66.11,Text_1204
Store_1,Text_1205,Text_1205,C,C,Product_1206,2026-04-20,20,58.02,Text_1205
Store_2,Text_1206,Text_1206,A,A,Product_1207,2026-04-21,14,68.23,Text_1206
Store_3,Text_1207,Text_1207,B,B,Product_1208,2026-04-22,1,18.45,Text_1207
Store_4,Text_1208,Text_1208,C,C,Product_1209,2026-04-23,49,88.44,Text_1208
Store_5,Text_1209,Text_1209,A,A,Product_1210,2026-04-24,48,15.95,Text_1209
Store_1,Text_1210,Text_1210,B,B,Product_1211,2026-04-25,1,17.23,Text_1210
Store_2,Text_1211,Text_1211,C,C,Product_1212,2026-04-26,10,50.64,Text_1211
Store_3,Text_1212,Text_1212,A,A,Product_1213,2026-04-27,39,98.26,Text_1212
Store_4,Text_1213,Text_1213,B,B,Product_1214,2026-04-28,3,39.74,Text_1213
Store_5,Text_1214,Text_1214,C,C,Product_1215,2026-04-29,47,68.99,Text_1214
Store_1,Text_1215,Text_1215,A,A,Product_1216,2026-04-30,17,57.92,Text_1215
Store_2,Text_1216,Text_1216,B,B,Product_1217,2026-05-01,15,79.94,Text_1216
Store_3,Text_1217,Text_1217,C,C,Product_1218,2026-05-02,20,14.05,Text_1217
Store_4,Text_1218,Text_1218,A,A,Product_1219,2026-05-03,39,52.64,Text_1218
Store_5,Text_1219,Text_1219,B,B,Product_1220,2026-05-04,37,77.87,Text_1219
Store_1,Text_1220,Text_1220,C,C,Product_1221,2026-05-05,48,93.67,Text_1220
Store_2,Text_1221,Text_1221,A,A,Product_1222,2026-05-06,7,32.97,Text_1221
Store_3,Text_1222,Text_1222,B,B,Product_1223,2026-05-07,10,37.91,Text_1222
Store_4,Text_1223,Text_1223,C,C,Product_1224,2026-05-08,11,99.62,Text_1223
Store_5,Text_1224,Text_1224,A,A,Product_1225,2026-05-09,38,67.68,Text_1224
Store_1,Text_1225,Text_1225,B,B,Product_1226,2026-05-10,47,99.63,Text_1225
Store_2,Text_1226,Text_1226,C,C,Product_1227,2026-05-11,30,53.71,Text_1226
Store_3,Text_1227,Text_1227,A,A,Product_1228,2026-05-12,24,73.41,Text_1227
Store_4,Text_1228,Text_1228,B,B,Product_1229,2026-05-13,22,55.25,Text_1228
Store_5,Text_1229,Text_1229,C,C,Product_1230,2026-05-14,47,42.94,Text_1229
Store_1,Text_1230,Text_1230,A,A,Product_1231,2026-05-15,44,30.82,Text_1230
Store_2,Text_1231,Text_1231,B,B,Product_1232,2026-05-16,30,24.12,Text_1231
Store_3,Text_1232,Text_1232,C,C,Product_1233,2026-05-17,23,45.99,Text_1232
Store_4,Text_1233,Text_1233,A,A,Product_1234,2026-05-18,47,82.16,Text_1233
Store_5,Text_1234,Text_1234,B,B,Product_1235,2026-05-19,33,90.52,Text_1234
Store_1,Text_1235,Text_1235,C,C,Product_1236,2026-05-20,44,25.5,Text_1235
Store_2,Text_1236,Text_1236,A,A,Product_1237,2026-05-21,26,34.87,Text_1236
Store_3,Text_1237,Text_1237,B,B,Product_1238,2026-05-22,8,23.82,Text_1237
Store_4,Text_1238,Text_1238,C,C,Product_1239,2026-05-23,40,51.18,Text_1238
Store_5,Text_1239,Text_1239,A,A,Product_1240,2026-05-24,47,81.13,Text_1239
Store_1,Text_1240,Text_1240,B,B,Product_1241,2026-05-25,32,44.8,Text_1240
Store_2,Text_1241,Text_1241,C,C,Product_1242,2026-05-26,17,88.38,Text_1241
Store_3,Text_1242,Text_1242,A,A,Product_1243,2026-05-27,35,31.15,Text_1242
Store_4,Text_1243,Text_1243,B,B,Product_1244,2026-05-28,13,65.91,Text_1243
Store_5,Text_1244,Text_1244,C,C,Product_1245,2026-05-29,23,96.4,Text_1244
Store_1,Text_1245,Text_1245,A,A,Product_1246,2026-05-30,11,39.65,Text_1245
Store_2,Text_1246,Text_1246,B,B,Product_1247,2026-05-31,16,16.37,Text_1246
Store_3,Text_1247,Text_1247,C,C,Product_1248,2026-06-01,49,46.86,Text_1247
Store_4,Text_1248,Text_1248,A,A,Product_1249,2026-06-02,7,72.94,Text_1248
Store_5,Text_1249,Text_1249,B,B,Product_1250,2026-06-03,2,59.21,Text_1249
Store_1,Text_1250,Text_1250,C,C,Product_1251,2026-06-04,9,53.84,Text_1250
Store_2,Text_1251,Text_1251,A,A,Product_1252,2026-06-05,32,96.52,Text_1251
Store_3,Text_1252,Text_1252,B,B,Product_1253,2026-06-06,22,84.12,Text_1252
Store_4,Text_1253,Text_1253,C,C,Product_1254,2026-06-07,10,67.86,Text_1253
Store_5,Text_1254,Text_1254,A,A,Product_1255,2026-06-08,3,66.14,Text_1254
Store_1,Text_1255,Text_1255,B,B,Product_1256,2026-06-09,36,6.79,Text_1255
Store_2,Text_1256,Text_1256,C,C,Product_1257,2026-06-10,20,46.22,Text_1256
Store_3,Text_1257,Text_1257,A,A,Product_1258,2026-06-11,10,70.16,Text_1257
Store_4,Text_1258,Text_1258,B,B,Product_1259,2026-06-12,6,9.32,Text_1258
Store_5,Text_1259,Text_1259,C,C,Product_1260,2026-06-13,3,50.99,Text_1259
Store_1,Text_1260,Text_1260,A,A,Product_1261,2026-06-14,47,76.43,Text_1260
Store_2,Text_1261,Text_1261,B,B,Product_1262,2026-06-15,38,68.86,Text_1261
Store_3,Text_1262,Text_1262,C,C,Product_1263,2026-06-16,28,66.17,Text_1262
Store_4,Text_1263,Text_1263,A,A,Product_1264,2026-06-17,28,41.54,Text_1263
Store_5,Text_1264,Text_1264,B,B,Product_1265,2026-06-18,41,77.21,Text_1264
Store_1,Text_1265,Text_1265,C,C,Product_1266,2026-06-19,1,44.14,Text_1265
Store_2,Text_1266,Text_1266,A,A,Product_1267,2026-06-20,14,81.3,Text_1266
Store_3,Text_1267,Text_1267,B,B,Product_1268,2026-06-21,31,13.96,Text_1267
Store_4,Text_1268,Text_1268,C,C,Product_1269,2026-06-22,32,42.55,Text_1268
Store_5,Text_1269,Text_1269,A,A,Product_1270,2026-06-23,10,98.85,Text_1269
Store_1,Text_1270,Text_1270,B,B,Product_1271,2026-06-24,42,93.53,Text_1270
Store_2,Text_1271,Text_1271,C,C,Product_1272,2026-06-25,7,26.33,Text_1271
Store_3,Text_1272,Text_1272,A,A,Product_1273,2026-06-26,38,92.61,Text_1272
Store_4,Text_1273,Text_1273,B,B,Product_1274,2026-06-27,12,77.49,Text_1273
Store_5,Text_1274,Text_1274,C,C,Product_1275,2026-06-28,27,8.21,Text_1274
Store_1,Text_1275,Text_1275,A,A,Product_1276,2026-06-29,38,2.66,Text_1275
Store_2,Text_1276,Text_1276,B,B,Product_1277,2026-06-30,43,18.97,Text_1276
Store_3,Text_1277,Text_1277,C,C,Product_1278,2026-07-01,1,45.83,Text_1277
Store_4,Text_1278,Text_1278,A,A,Product_1279,2026-07-02,43,3.44,Text_1278
Store_5,Text_1279,Text_1279,B,B,Product_1280,2026-07-03,13,5.8,Text_1279
Store_1,Text_1280,Text_1280,C,C,Product_1281,2026-07-04,49,81.65,Text_1280
Store_2,Text_1281,Text_1281,A,A,Product_1282,2026-07-05,5,12.95,Text_1281
Store_3,Text_1282,Text_1282,B,B,Product_1283,2026-07-06,18,29.24,Text_1282
Store_4,Text_1283,Text_1283,C,C,Product_1284,2026-07-07,39,3.76,Text_1283
Store_5,Text_1284,Text_1284,A,A,Product_1285,2026-07-08,7,41.03,Text_1284
Store_1,Text_1285,Text_1285,B,B,Product_1286,2026-07-09,42,41.09,Text_1285
Store_2,Text_1286,Text_1286,C,C,Product_1287,2026-07-10,40,30.64,Text_1286
Store_3,Text_1287,Text_1287,A,A,Product_1288,2026-07-11,1,19.74,Text_1287
Store_4,Text_1288,Text_1288,B,B,Product_1289,2026-07-12,35,33.16,Text_1288
Store_5,Text_1289,Text_1289,C,C,Product_1290,2026-07-13,11,74.43,Text_1289
Store_1,Text_1290,Text_1290,A,A,Product_1291,2026-07-14,10,93.01,Text_1290
Store_2,Text_1291,Text_1291,B,B,Product_1292,2026-07-15,37,83.63,Text_1291
Store_3,Text_1292,Text_1292,C,C,Product_1293,2026-07-16,9,51.87,Text_1292
Store_4,Text_1293,Text_1293,A,A,Product_1294,2026-07-17,25,55.1,Text_1293
Store_5,Text_1294,Text_1294,B,B,Product_1295,2026-07-18,45,69.54,Text_1294
Store_1,Text_1295,Text_1295,C,C,Product_1296,2026-07-19,26,43.66,Text_1295
Store_2,Text_1296,Text_1296,A,A,Product_1297,2026-07-20,37,41.06,Text_1296
Store_3,Text_1297,Text_1297,B,B,Product_1298,2026-07-21,19,60.59,Text_1297
